HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_HTI,HRV_VLF,HRV_LF,HRV_HF,HRV_TP,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_DFA_alpha1,HRV_DFA_alpha2,HRV_ApEn,HRV_SampEn,Label
838.7089201877934,77.85896582236309,42.96668858082281,773.2,907.4,21.962616822429908,15.285714285714286,135.21905247409552,1984.4432317782475,941.5768917680409,3083.350848174172,2.1075742715520236,30.452465316498426,105.94374961491422,0.2874399426788976,1.4820909541364404,0.7542638603840991,0.8635218977081411,1.3113734909401016,-1
899.929292929293,80.45486249755233,50.910712002683844,838.6,960.4,24.623115577889447,15.307692307692308,77.00905272568622,1012.7909536841335,712.205460226184,1835.167748859698,1.4220488471999202,36.089337327984886,108.04646708229716,0.33401681982342146,1.443776249199492,0.6839962829098497,0.9207726854134592,1.357923663990675,310
827.3194444444445,64.4285046738334,40.45037520365732,766.4,881.8,20.276497695852534,15.5,129.75116737364,1924.5294699573556,761.8936234868632,2848.723565213134,2.5259818570860357,28.66883337385971,86.66178369301578,0.33081286989677067,1.3356618991079716,0.9402127574235207,0.9745234869571604,1.5874590057153248,109
768.6309012875536,76.80347412314826,43.51294273713449,699.0,837.4,23.076923076923077,16.714285714285715,163.8226959230554,4643.049227546928,806.4864627784663,5625.889298593955,5.75713225433559,30.832839484089426,104.15736445804797,0.2960216941405822,1.5427180865749317,0.5983400999143094,0.831501235067718,1.0812480007587735,-1
807.4324324324324,82.94262877952475,49.326201271111415,731.0,879.2,18.83408071748879,13.9375,132.96771175838023,2348.301339040816,567.3380641989388,3066.7422361771314,4.139157033922154,34.95548812231256,111.9371674729246,0.3122777618146145,1.4670138452212533,0.6118286840473687,0.8217122497534932,1.107051157313974,310
804.117117117117,74.32861521875431,42.547246459159894,734.0,879.8000000000001,22.869955156950674,22.3,56.84763384062444,3055.1108510236245,788.1285648506157,3919.740426469858,3.8764117775666453,30.15315059162016,100.90880513477192,0.298815852108725,1.4334657917918396,0.4808022457126549,0.8964201368800655,1.2724099658791646,109
665.7164179104477,42.59162413984852,20.633975312166527,626.2,701.4,1.486988847583643,11.208333333333334,9.39706880947054,927.3700370148928,106.13811530832251,1046.5962665725615,8.737389337665917,14.61753761393494,58.52453299435762,0.24976769341062874,1.6405175435056591,0.5865307745194129,0.9945891118081578,1.2482094569593978,-1
669.4135338345865,48.50170570127473,22.30020034932203,634.2,705.6,2.247191011235955,8.9,156.83768631034582,1049.075697348518,201.5276800725432,1415.521786681188,5.205615908300467,15.798299228170517,66.87445571464765,0.23623817284706786,1.5946198508160216,0.8810048891167528,0.8422596281917518,1.0294762635054435,310
652.2600732600732,46.38406851979293,20.430702475282256,614.6,683.8,2.9197080291970803,10.96,118.930053236104,1029.1168884159054,242.29855635311145,1399.181319503159,4.247309203593156,14.473007309878238,64.07758290484968,0.2258669358887889,1.5805158801281562,0.9881015526253049,0.9593889499679245,1.0768034749596949,109
693.6007751937984,34.117210179128456,19.094769612415185,672.0,711.0,2.3166023166023164,5.886363636363637,36.316293800899984,581.0837248040643,158.70522036303555,781.097771257045,3.6614027155177693,13.528089900968636,46.38205286447059,0.2916664758349102,1.5876515391813426,0.8187732624478145,0.8793339164580236,1.0993398259864866,-1
708.0237154150199,28.11859818805525,15.867889664050605,682.0,728.4,0.39370078740157477,8.758620689655173,14.311843499485562,629.4371451524052,93.34430844787789,739.9624810748079,6.743176478765963,11.24182726475651,38.12018516556295,0.2949048441378549,1.5538612208978695,0.7253487782816007,1.0147872235929358,1.5344362408018002,310
738.8347107438017,38.6718226819532,20.997447737307223,711.4,773.2,2.880658436213992,9.0,53.606260195033435,889.6689625832275,131.7777723425549,1084.565001808036,6.751282456578053,14.878208637418474,52.745194017243406,0.2820770482435709,1.5582306468431149,0.901316706540124,1.0257866096939576,1.4104566103989706,109
849.4523809523808,37.85549112898656,19.0982974488957,818.0,877.0,1.4218009478672986,7.535714285714286,107.22082477893942,467.5469937766841,100.34851000034892,683.5368597827634,4.659232048139613,13.535733461977143,51.810582638370924,0.2612542220660645,1.4805819873086539,1.2729233725770983,0.884019339490917,1.236470656343933,-1
845.316037735849,35.92850772463742,14.240736478109303,825.0,870.0,0.4694835680751174,6.65625,103.91649930241445,168.1498417914836,78.96293529442102,357.58607059722823,2.129478104689504,10.093141862668958,49.885132329253416,0.20232765538340935,1.497752475900134,1.4612939393418491,0.8807346400989307,1.0910076892828906,310
