HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_HTI,HRV_VLF,HRV_LF,HRV_HF,HRV_TP,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_DFA_alpha1,HRV_DFA_alpha2,HRV_ApEn,HRV_SampEn,Label
633.5508474576271,38.04192545734449,19.616881260757978,604.0,659.6,1.9027484143763214,8.6,25.527837171467183,267.06403436674714,220.06009691157004,518.3791406279192,1.2135959136383794,13.885876534462085,52.01774526766813,0.266944990848977,1.360608008604421,0.9444545722199178,1.1274904504955825,1.2204543108416017,-1
634.2943262411347,34.905270534274216,19.51486339250631,606.0,661.0,1.0600706713780919,9.433333333333334,34.57132787506161,202.02094450363902,299.7245013474808,544.7353625468132,0.6740221223003363,13.82350631646355,47.46047860202417,0.29126352543511824,1.1162414756359538,1.0477858373873732,1.0155116402723214,1.3469903111608608,208
654.3076923076923,32.55494953710112,20.624985673427442,628.6,676.0,1.824817518248175,7.2105263157894735,18.540159426705358,194.00633574956197,232.4710587849204,449.0742411743186,0.8345397348108371,14.61022110023176,43.63356195309533,0.3348390653033845,1.066256983834011,1.1157925072735897,1.116037980776389,1.5595921454404387,308
683.3295194508008,37.11391793311145,20.695117715406525,652.0,713.0,2.054794520547945,9.954545454545455,30.059409606498892,784.4011959220148,183.19650175596936,1007.0480166228436,4.281747677512382,14.650400090320108,50.45589947317728,0.2903604978464087,1.519909712310869,0.7177599881443577,1.229201637860946,1.4757009488354753,-1
666.9063670411985,36.17056240824783,19.314110460842606,636.4,694.6,1.4925373134328357,10.307692307692308,61.69035364005258,494.7021467963806,118.019441523154,681.8877885547674,4.191700455550164,13.682454029308065,49.33945189751756,0.2773126474474776,1.4407170018153612,0.7955429212814401,1.0731023051561817,1.3873142490206358,208
688.7567567567567,35.273212498768864,22.091908115256366,663.0,712.0,2.307692307692308,7.878787878787879,6.488730386611872,893.5866861306843,128.30652758245665,1036.8592503557609,6.96446784873371,15.651582655959276,47.46653271130683,0.32973932920596427,1.5605760258767256,0.5804986622665002,1.0706680687185912,1.5974747463758254,108
912.2560975609756,81.6204871722436,40.025435927601784,846.6,984.0,18.237082066869302,14.954545454545455,66.74179542003294,1543.0851785179452,542.1940203312147,2172.8919173065697,2.8460018381894137,28.345479369501227,112.07286431994237,0.25292009391837594,1.4124702153222817,0.8495331139848228,1.0704474728781532,1.3091352805732723,-1
924.5824742268042,101.20478321925066,46.40150350547943,830.8,1011.5999999999999,30.76923076923077,21.666666666666668,63.42733520516119,1447.4064297943935,926.7207559282989,2452.743719604451,1.5618582194638797,32.895109015037725,139.61892636016984,0.2356063742402618,1.1832439204920797,0.9535168977940486,0.8631908865615623,1.1094232047723251,209
922.979274611399,61.88347386255594,40.31877264774961,867.2,976.0,22.68041237113402,14.923076923076923,80.67778217059225,1137.4081384485653,925.0449169124189,2162.8494056039826,1.2295707134362346,28.583408314275268,82.90213820342947,0.3447849347882421,1.251978301024697,0.7710146073582103,0.9701536051461295,1.9038282036209997,108
855.6628242074928,59.59961390974777,39.34516681558058,806.0,907.0,20.114942528735632,15.130434782608695,81.85048805585375,2538.1040555819386,572.5446479122978,3224.068276713325,4.433023808425722,27.861365084487225,79.66673060437168,0.3497239672461009,1.4204278307549898,0.6932879063775315,1.1519724126981332,1.6501089521650283,-1
821.059633027523,64.17937251754698,38.53606979851664,772.8,874.8,17.80821917808219,15.642857142857142,91.25771935357837,1585.0116819491698,638.2752239470765,2327.3084166411873,2.483273081081702,27.310333641827484,86.56957134986524,0.3154726680054192,1.3632531621201538,0.8973539562149624,0.9500131208320557,1.5968591302272404,209
865.9951690821256,63.05748451590681,43.701613105244085,819.2,914.6,24.03846153846154,14.857142857142858,52.425382549904626,1649.0339668730335,782.8969459031152,2511.4582809852286,2.106323157220624,30.976593082359386,83.85013942050689,0.3694280450389277,1.4044802950174728,0.6678476029470138,0.8573608594191842,1.3552841243773306,308
622.7854166666666,24.42526432459614,9.520176422925449,606.0,639.0,0.0,5.658823529411765,16.678122315088217,252.98664363357386,41.41714362347382,312.49650230947833,6.108259080671843,6.738784261618956,33.91170519114454,0.1987155828241475,1.6045590436970265,0.8025614646423856,0.9588837479075192,1.0412579078283768,-1
613.9072164948453,43.86963250160618,14.116072425716764,571.0,649.0,0.684931506849315,8.588235294117647,33.497904071297036,312.25242324226474,101.94303934633416,452.0737331912848,3.0630087669001136,9.99625223774854,61.09902920548607,0.16360738243695333,1.4859486987804853,1.1059029306236654,0.7845498568055289,0.7916951301779916,209
626.1894736842105,20.62801437162516,9.821786720700917,610.0,642.0,0.0,5.2,12.571321387401916,220.5418981030484,40.471507841919546,275.2977084859964,5.449312611837399,6.956749487110738,28.310772102801874,0.2457280028198962,1.585497892672231,0.8508404132191613,0.9237847976501121,1.0490446202480288,309
720.0,46.614440081335154,24.27205244968958,682.0,761.0,3.6057692307692304,10.4,41.0300638830394,771.8032356199359,238.12790087152993,1060.5855688102092,3.2411289596691315,17.18345345664204,63.68248957518608,0.26983011454592354,1.4281624608137697,0.7979516104067198,1.1719709883528493,1.4289495367218068,-1
638.8678571428572,47.85185885008191,21.92710118654472,598.0,678.0,2.135231316725979,13.380952380952381,58.6302537672294,749.1835702994822,237.4145547795363,1051.9555562183798,3.1555924235360204,15.53245322321676,65.97600526585734,0.23542579094667956,1.478775294091423,0.9400375413360221,1.025276010674904,1.2780590654319903,208
764.4017094017095,36.8837535932723,26.877315525655725,733.0,794.2,3.829787234042553,8.10344827586207,14.365731030822971,466.58014477806046,265.81428752296375,756.0321461940026,1.7552861779025046,19.045716603781862,48.65161305633425,0.3914714314143832,1.1660400084677953,0.6255362566309577,1.0730824037061963,1.7648036592395266,108
772.7571059431525,47.897855571712405,51.15878725443127,744.0,802.6,4.123711340206185,9.948717948717949,8.242169582580726,677.5270128125322,160.8073449561925,857.3523612757916,4.2132839951875685,36.22150549460683,57.32014054590645,0.631915852781237,1.0447073607680344,0.5816823531665326,1.2618722884018236,1.4921782999773143,-1
682.6832061068703,44.068852535171374,20.061469655492843,647.4,710.6,2.6615969581749046,10.958333333333334,23.317462412366215,721.175156632697,163.25167918762108,914.2469486668791,4.417566546460257,14.212036772399108,60.71533980373433,0.2340765417494211,1.533210168895503,0.6836494163037284,0.87530776580101,0.9913436355906541,209
772.7402597402598,34.32493165711868,24.911590676228794,745.0,797.8,2.586206896551724,8.285714285714286,26.108961784123103,399.92467601078226,195.15950205174306,641.609671483928,2.0492195963112745,17.653396533971947,45.330272209677645,0.38943945565372295,1.3318380331722472,0.6684919837373725,0.9304405149995114,1.5607467532645019,108
691.7685185185186,41.07532747812051,16.715610867390772,658.0,725.6,1.3856812933025404,10.069767441860465,29.973943411821114,970.9843382171928,105.12739390885743,1110.5072020994612,9.236263756894893,11.8329429985534,56.85314490541169,0.20813172284910936,1.6491101800171333,0.7743712438551246,0.9329291923318217,1.0115355543371933,-1
699.07421875,72.74993529431589,27.569961447249497,638.0,754.0,5.836575875486381,13.526315789473685,148.30680732243331,1907.2025479200108,256.6775231920835,2319.5316325591984,7.430344987756345,19.53181056608998,101.0907620057053,0.19321063743675862,1.608301006638437,0.9428353533554917,0.7388070464434646,0.7782652835142113,209
700.8425196850394,32.61827061484339,14.170230598993996,674.0,726.0,0.0,8.225806451612904,75.71569331950877,490.0983489250767,66.24557735854808,634.7892917672852,7.398204808035178,10.039624892796606,45.11403010048947,0.22253886142368115,1.5863848435495256,1.0243626886799146,0.9451179849292939,1.174431125225461,309
723.6271186440678,43.936906565276935,20.420909657831785,690.0,750.0,3.864734299516908,11.18918918918919,17.435719715115482,284.08835510826077,116.88260325835053,422.6555381580159,2.4305443854662303,14.457215425530165,60.496181075418285,0.2389773233372683,1.4347152600101172,0.8229342316193913,0.9485888887428828,1.0243846778230923,-1
654.7948717948718,33.229169454550636,14.991981955919755,627.6,680.0,0.7299270072992701,7.2105263157894735,5.601518949757637,190.1784156596003,68.45583243323053,267.0340751131215,2.778118516710666,10.620258688911793,45.84784898353449,0.23164137302768306,1.3828488645751824,0.8351834194919663,0.8762429632387274,1.0408642869330087,208
731.5061224489796,32.33872013018566,21.915326342146418,707.0,756.0,3.6585365853658534,8.2,34.79130463863048,505.8661443962869,266.7602638812561,812.2886604985324,1.8963324486043576,15.528187072441119,43.11448628564385,0.3601617092121461,1.3415988723714318,0.6416844041939077,1.0098939930547473,1.489929250810247,308
873.2134502923977,58.562342902450006,48.896112394618164,825.0,921.6,34.40233236151604,14.291666666666666,104.11231584855997,1392.0067265206603,1012.0823601855852,2523.0759406882535,1.3753887838391023,34.625359212561285,75.34488966010379,0.45955816471114846,1.100176145542088,0.7299582643038407,1.0465375131937265,1.463411664464322,-1
851.775119617225,83.3259131484269,57.38740992673304,795.2,919.2,30.0,15.0,178.22134232105793,1551.9103883061025,1696.816454215508,3514.1025496614207,0.9146012136142326,40.67504801919323,110.68255396129946,0.36749285739661736,1.1295902222021836,0.8378907615482242,0.8662441945211179,1.221672381425337,209
906.258883248731,52.49557858850304,51.88988816502107,866.0,946.2,39.39393939393939,12.375,28.217121298860633,719.5146640136293,1172.0083473983107,1926.8309949275954,0.6139159892596737,36.78464652258531,64.58494603495483,0.5695544980819003,0.8457528131007715,0.6478133307142717,0.8404717236044741,1.573309188345595,308
795.6533333333333,57.95927152367907,24.56861232518404,748.0,842.0,4.787234042553192,13.925925925925926,86.53576022556157,552.7956484202074,249.19968902229397,895.3444331469865,2.2182838613845663,17.395330798640693,80.12825921483828,0.21709358182861155,1.4822752634813916,0.9990313819563283,1.0134625154202381,1.1904654527405827,-1
671.4716981132075,57.7132808278031,23.673686173660688,625.0,715.0,4.887218045112782,9.851851851851851,94.86448344993914,1590.463584048178,123.53669034469021,1814.8239436710253,12.87442281002098,16.771348966776724,80.01835134546907,0.2095937829857123,1.6655049310280374,0.8989232873366146,0.8229629518501129,0.8844501260184964,208
799.0357142857142,45.35276975543826,26.940309928833205,762.8,838.0,4.0,10.227272727272727,70.8317403365536,1184.6470422615394,245.76932375532417,1511.2837003376228,4.820158285665121,19.091735467141138,61.2968757101294,0.3114634350602995,1.4170438826224494,1.0536357430531094,0.9963432678881241,1.5074903693725141,309
